ts_utc,unix,iso_week,weekday,hour_utc,day_of_year,month,quarter,is_month_start,is_quarter_start,kyiv,new_york,checksum,format
2025-11-05T01:20:10+00:00,1762305610,45,3,1,309,11,4,0,0,2025-11-05T03:20:10+02:00,2025-11-04T21:20:10-04:00,193a48ef6a43,csv-ledger-v1
2025-11-05T03:09:13+00:00,1762312153,45,3,3,309,11,4,0,0,2025-11-05T05:09:13+02:00,2025-11-04T23:09:13-04:00,e7ca7023a1a8,csv-ledger-v1
2025-11-05T04:20:30+00:00,1762316430,45,3,4,309,11,4,0,0,2025-11-05T06:20:30+02:00,2025-11-05T00:20:30-04:00,ed9ba8226ff2,csv-ledger-v1
2025-11-05T05:17:48+00:00,1762319868,45,3,5,309,11,4,0,0,2025-11-05T07:17:48+02:00,2025-11-05T01:17:48-04:00,7cb9ee54504c,csv-ledger-v1
2025-11-05T06:26:25+00:00,1762323985,45,3,6,309,11,4,0,0,2025-11-05T08:26:25+02:00,2025-11-05T02:26:25-04:00,844cdce20e09,csv-ledger-v1
2025-11-05T07:17:02+00:00,1762327022,45,3,7,309,11,4,0,0,2025-11-05T09:17:02+02:00,2025-11-05T03:17:02-04:00,8d66bba9b0e6,csv-ledger-v1
2025-11-05T08:23:48+00:00,1762331028,45,3,8,309,11,4,0,0,2025-11-05T10:23:48+02:00,2025-11-05T04:23:48-04:00,051ae9c4c675,csv-ledger-v1
2025-11-05T09:19:17+00:00,1762334357,45,3,9,309,11,4,0,0,2025-11-05T11:19:17+02:00,2025-11-05T05:19:17-04:00,81ed2dd18475,csv-ledger-v1
2025-11-05T10:19:42+00:00,1762337982,45,3,10,309,11,4,0,0,2025-11-05T12:19:42+02:00,2025-11-05T06:19:42-04:00,b04038defde5,csv-ledger-v1
2025-11-05T11:15:34+00:00,1762341334,45,3,11,309,11,4,0,0,2025-11-05T13:15:34+02:00,2025-11-05T07:15:34-04:00,df9e618a0a1b,csv-ledger-v1
2025-11-05T12:36:17+00:00,1762346177,45,3,12,309,11,4,0,0,2025-11-05T14:36:17+02:00,2025-11-05T08:36:17-04:00,5e6b34763752,csv-ledger-v1
2025-11-05T13:30:10+00:00,1762349410,45,3,13,309,11,4,0,0,2025-11-05T15:30:10+02:00,2025-11-05T09:30:10-04:00,d95e24a0547f,csv-ledger-v1
2025-11-05T14:17:29+00:00,1762352249,45,3,14,309,11,4,0,0,2025-11-05T16:17:29+02:00,2025-11-05T10:17:29-04:00,4aacc5ecf7b2,csv-ledger-v1
2025-11-05T15:18:01+00:00,1762355881,45,3,15,309,11,4,0,0,2025-11-05T17:18:01+02:00,2025-11-05T11:18:01-04:00,a2a5767016d0,csv-ledger-v1
2025-11-05T16:23:00+00:00,1762359780,45,3,16,309,11,4,0,0,2025-11-05T18:23:00+02:00,2025-11-05T12:23:00-04:00,c9143711310b,csv-ledger-v1
2025-11-05T17:16:17+00:00,1762362977,45,3,17,309,11,4,0,0,2025-11-05T19:16:17+02:00,2025-11-05T13:16:17-04:00,cc83989e1d51,csv-ledger-v1
2025-11-05T18:24:37+00:00,1762367077,45,3,18,309,11,4,0,0,2025-11-05T20:24:37+02:00,2025-11-05T14:24:37-04:00,c18724d9634f,csv-ledger-v1
2025-11-05T19:14:28+00:00,1762370068,45,3,19,309,11,4,0,0,2025-11-05T21:14:28+02:00,2025-11-05T15:14:28-04:00,6b26456e07f0,csv-ledger-v1
2025-11-05T20:19:46+00:00,1762373986,45,3,20,309,11,4,0,0,2025-11-05T22:19:46+02:00,2025-11-05T16:19:46-04:00,f0289f787fd4,csv-ledger-v1
2025-11-05T21:16:05+00:00,1762377365,45,3,21,309,11,4,0,0,2025-11-05T23:16:05+02:00,2025-11-05T17:16:05-04:00,133e302f7286,csv-ledger-v1
