ts_utc,unix,iso_week,weekday,hour_utc,day_of_year,month,quarter,is_month_start,is_quarter_start,kyiv,new_york,checksum,format
2026-04-10T02:22:19+00:00,1775787739,15,5,2,100,4,2,0,0,2026-04-10T05:22:19+03:00,2026-04-09T22:22:19-04:00,36ef990f1499,csv-ledger-v1
2026-04-10T05:22:34+00:00,1775798554,15,5,5,100,4,2,0,0,2026-04-10T08:22:34+03:00,2026-04-10T01:22:34-04:00,de35fb5f225b,csv-ledger-v1
2026-04-10T07:23:57+00:00,1775805837,15,5,7,100,4,2,0,0,2026-04-10T10:23:57+03:00,2026-04-10T03:23:57-04:00,267cb278a061,csv-ledger-v1
2026-04-10T09:05:44+00:00,1775811944,15,5,9,100,4,2,0,0,2026-04-10T12:05:44+03:00,2026-04-10T05:05:44-04:00,7f2c6836e724,csv-ledger-v1
2026-04-10T10:51:16+00:00,1775818276,15,5,10,100,4,2,0,0,2026-04-10T13:51:16+03:00,2026-04-10T06:51:16-04:00,183e85d1428f,csv-ledger-v1
2026-04-10T11:45:02+00:00,1775821502,15,5,11,100,4,2,0,0,2026-04-10T14:45:02+03:00,2026-04-10T07:45:02-04:00,de5a52c95163,csv-ledger-v1
2026-04-10T13:04:16+00:00,1775826256,15,5,13,100,4,2,0,0,2026-04-10T16:04:16+03:00,2026-04-10T09:04:16-04:00,39af512468c2,csv-ledger-v1
2026-04-10T14:44:43+00:00,1775832283,15,5,14,100,4,2,0,0,2026-04-10T17:44:43+03:00,2026-04-10T10:44:43-04:00,9fe25e474b59,csv-ledger-v1
2026-04-10T15:50:42+00:00,1775836242,15,5,15,100,4,2,0,0,2026-04-10T18:50:42+03:00,2026-04-10T11:50:42-04:00,37e3a41ab646,csv-ledger-v1
2026-04-10T16:48:03+00:00,1775839683,15,5,16,100,4,2,0,0,2026-04-10T19:48:03+03:00,2026-04-10T12:48:03-04:00,2b36995a9bc6,csv-ledger-v1
2026-04-10T17:44:41+00:00,1775843081,15,5,17,100,4,2,0,0,2026-04-10T20:44:41+03:00,2026-04-10T13:44:41-04:00,7103a8f3c2c9,csv-ledger-v1
2026-04-10T18:49:03+00:00,1775846943,15,5,18,100,4,2,0,0,2026-04-10T21:49:03+03:00,2026-04-10T14:49:03-04:00,ab656b5ec2b4,csv-ledger-v1
