ts_utc,unix,iso_week,weekday,hour_utc,day_of_year,month,quarter,is_month_start,is_quarter_start,kyiv,new_york,checksum,format
2026-04-17T02:24:09+00:00,1776392649,16,5,2,107,4,2,0,0,2026-04-17T05:24:09+03:00,2026-04-16T22:24:09-04:00,b09be4abdbf8,csv-ledger-v1
2026-04-17T05:25:31+00:00,1776403531,16,5,5,107,4,2,0,0,2026-04-17T08:25:31+03:00,2026-04-17T01:25:31-04:00,4fb6eb73c74b,csv-ledger-v1
2026-04-17T07:28:31+00:00,1776410911,16,5,7,107,4,2,0,0,2026-04-17T10:28:31+03:00,2026-04-17T03:28:31-04:00,5b21e546e306,csv-ledger-v1
2026-04-17T09:14:29+00:00,1776417269,16,5,9,107,4,2,0,0,2026-04-17T12:14:29+03:00,2026-04-17T05:14:29-04:00,40a33b79ebb8,csv-ledger-v1
2026-04-17T10:52:36+00:00,1776423156,16,5,10,107,4,2,0,0,2026-04-17T13:52:36+03:00,2026-04-17T06:52:36-04:00,a31331367ee6,csv-ledger-v1
2026-04-17T11:50:02+00:00,1776426602,16,5,11,107,4,2,0,0,2026-04-17T14:50:02+03:00,2026-04-17T07:50:02-04:00,d4249148c5c9,csv-ledger-v1
2026-04-17T13:13:49+00:00,1776431629,16,5,13,107,4,2,0,0,2026-04-17T16:13:49+03:00,2026-04-17T09:13:49-04:00,0e0f221d34e3,csv-ledger-v1
2026-04-17T14:53:02+00:00,1776437582,16,5,14,107,4,2,0,0,2026-04-17T17:53:02+03:00,2026-04-17T10:53:02-04:00,491a55524ced,csv-ledger-v1
2026-04-17T15:57:48+00:00,1776441468,16,5,15,107,4,2,0,0,2026-04-17T18:57:48+03:00,2026-04-17T11:57:48-04:00,44c64e271151,csv-ledger-v1
2026-04-17T16:57:27+00:00,1776445047,16,5,16,107,4,2,0,0,2026-04-17T19:57:27+03:00,2026-04-17T12:57:27-04:00,3727efbf64cd,csv-ledger-v1
2026-04-17T17:52:02+00:00,1776448322,16,5,17,107,4,2,0,0,2026-04-17T20:52:02+03:00,2026-04-17T13:52:02-04:00,95a406d4689c,csv-ledger-v1
2026-04-17T18:56:41+00:00,1776452201,16,5,18,107,4,2,0,0,2026-04-17T21:56:41+03:00,2026-04-17T14:56:41-04:00,9c1ff399bfb0,csv-ledger-v1
2026-04-17T19:58:08+00:00,1776455888,16,5,19,107,4,2,0,0,2026-04-17T22:58:08+03:00,2026-04-17T15:58:08-04:00,dffc7144a924,csv-ledger-v1
2026-04-17T20:53:25+00:00,1776459205,16,5,20,107,4,2,0,0,2026-04-17T23:53:25+03:00,2026-04-17T16:53:25-04:00,4f4e827283a5,csv-ledger-v1
2026-04-17T21:39:06+00:00,1776461946,16,5,21,107,4,2,0,0,2026-04-18T00:39:06+03:00,2026-04-17T17:39:06-04:00,98758ddc4eeb,csv-ledger-v1
2026-04-17T22:35:38+00:00,1776465338,16,5,22,107,4,2,0,0,2026-04-18T01:35:38+03:00,2026-04-17T18:35:38-04:00,c58ed54363ae,csv-ledger-v1
