ts_utc,unix,iso_week,weekday,hour_utc,day_of_year,month,quarter,is_month_start,is_quarter_start,kyiv,new_york,checksum,format
2025-12-30T01:25:05+00:00,1767057905,1,2,1,364,12,4,0,0,2025-12-30T03:25:05+02:00,2025-12-29T20:25:05-05:00,60d03a53c0d3,csv-ledger-v1
2025-12-30T03:25:29+00:00,1767065129,1,2,3,364,12,4,0,0,2025-12-30T05:25:29+02:00,2025-12-29T22:25:29-05:00,2b9679351ccf,csv-ledger-v1
2025-12-30T04:37:23+00:00,1767069443,1,2,4,364,12,4,0,0,2025-12-30T06:37:23+02:00,2025-12-29T23:37:23-05:00,a7efe1a7a42a,csv-ledger-v1
2025-12-30T05:21:50+00:00,1767072110,1,2,5,364,12,4,0,0,2025-12-30T07:21:50+02:00,2025-12-30T00:21:50-05:00,ae41f463dfb0,csv-ledger-v1
2025-12-30T06:29:21+00:00,1767076161,1,2,6,364,12,4,0,0,2025-12-30T08:29:21+02:00,2025-12-30T01:29:21-05:00,af55d43e0bf4,csv-ledger-v1
2025-12-30T07:20:30+00:00,1767079230,1,2,7,364,12,4,0,0,2025-12-30T09:20:30+02:00,2025-12-30T02:20:30-05:00,e7a3adec2707,csv-ledger-v1
2025-12-30T08:26:09+00:00,1767083169,1,2,8,364,12,4,0,0,2025-12-30T10:26:09+02:00,2025-12-30T03:26:09-05:00,ee7fb990af11,csv-ledger-v1
2025-12-30T09:23:01+00:00,1767086581,1,2,9,364,12,4,0,0,2025-12-30T11:23:01+02:00,2025-12-30T04:23:01-05:00,fece5c6eb311,csv-ledger-v1
2025-12-30T10:20:43+00:00,1767090043,1,2,10,364,12,4,0,0,2025-12-30T12:20:43+02:00,2025-12-30T05:20:43-05:00,41be9fc3544e,csv-ledger-v1
