ts_utc,unix,iso_week,weekday,hour_utc,day_of_year,month,quarter,is_month_start,is_quarter_start,kyiv,new_york,checksum,format
2026-08-25T01:04:11+00:00,1787619851,35,2,1,237,8,3,0,0,2026-08-25T04:04:11+03:00,2026-08-24T21:04:11-04:00,2012a97830ee,csv-ledger-v1
2026-08-25T02:54:47+00:00,1787626487,35,2,2,237,8,3,0,0,2026-08-25T05:54:47+03:00,2026-08-24T22:54:47-04:00,35feb1ff9615,csv-ledger-v1
2026-08-25T03:44:49+00:00,1787629489,35,2,3,237,8,3,0,0,2026-08-25T06:44:49+03:00,2026-08-24T23:44:49-04:00,13a1f51ac530,csv-ledger-v1
2026-08-25T04:34:44+00:00,1787632484,35,2,4,237,8,3,0,0,2026-08-25T07:34:44+03:00,2026-08-25T00:34:44-04:00,b057b2a96efc,csv-ledger-v1
2026-08-25T05:27:33+00:00,1787635653,35,2,5,237,8,3,0,0,2026-08-25T08:27:33+03:00,2026-08-25T01:27:33-04:00,d33a93620bbd,csv-ledger-v1
2026-08-25T06:39:52+00:00,1787639992,35,2,6,237,8,3,0,0,2026-08-25T09:39:52+03:00,2026-08-25T02:39:52-04:00,ae4d0b54c03a,csv-ledger-v1
2026-08-25T07:40:02+00:00,1787643602,35,2,7,237,8,3,0,0,2026-08-25T10:40:02+03:00,2026-08-25T03:40:02-04:00,b5ffae9f2b3c,csv-ledger-v1
2026-08-25T08:37:28+00:00,1787647048,35,2,8,237,8,3,0,0,2026-08-25T11:37:28+03:00,2026-08-25T04:37:28-04:00,afbf24572c6c,csv-ledger-v1
2026-08-25T09:31:15+00:00,1787650275,35,2,9,237,8,3,0,0,2026-08-25T12:31:15+03:00,2026-08-25T05:31:15-04:00,ff4c4c0d9b60,csv-ledger-v1
2026-08-25T10:28:05+00:00,1787653685,35,2,10,237,8,3,0,0,2026-08-25T13:28:05+03:00,2026-08-25T06:28:05-04:00,785e67ad5c95,csv-ledger-v1
2026-08-25T11:23:06+00:00,1787656986,35,2,11,237,8,3,0,0,2026-08-25T14:23:06+03:00,2026-08-25T07:23:06-04:00,b964100e77e7,csv-ledger-v1
2026-08-25T12:40:07+00:00,1787661607,35,2,12,237,8,3,0,0,2026-08-25T15:40:07+03:00,2026-08-25T08:40:07-04:00,482545323dde,csv-ledger-v1
2026-08-25T13:45:52+00:00,1787665552,35,2,13,237,8,3,0,0,2026-08-25T16:45:52+03:00,2026-08-25T09:45:52-04:00,3374118517a3,csv-ledger-v1
2026-08-25T14:40:26+00:00,1787668826,35,2,14,237,8,3,0,0,2026-08-25T17:40:26+03:00,2026-08-25T10:40:26-04:00,0aa4aac6c1a8,csv-ledger-v1
2026-08-25T15:38:05+00:00,1787672285,35,2,15,237,8,3,0,0,2026-08-25T18:38:05+03:00,2026-08-25T11:38:05-04:00,a097735c8edd,csv-ledger-v1
2026-08-25T16:32:27+00:00,1787675547,35,2,16,237,8,3,0,0,2026-08-25T19:32:27+03:00,2026-08-25T12:32:27-04:00,6685a43b1b6d,csv-ledger-v1
2026-08-25T17:27:44+00:00,1787678864,35,2,17,237,8,3,0,0,2026-08-25T20:27:44+03:00,2026-08-25T13:27:44-04:00,e9bd4dd79289,csv-ledger-v1
2026-08-25T18:34:31+00:00,1787682871,35,2,18,237,8,3,0,0,2026-08-25T21:34:31+03:00,2026-08-25T14:34:31-04:00,1597f55d21db,csv-ledger-v1
