ts_utc,unix,iso_week,weekday,hour_utc,day_of_year,month,quarter,is_month_start,is_quarter_start,kyiv,new_york,checksum,format
2026-05-07T02:38:25+00:00,1778121505,19,4,2,127,5,2,0,0,2026-05-07T05:38:25+03:00,2026-05-06T22:38:25-04:00,372628393aeb,csv-ledger-v1
2026-05-07T06:07:11+00:00,1778134031,19,4,6,127,5,2,0,0,2026-05-07T09:07:11+03:00,2026-05-07T02:07:11-04:00,8b6583868364,csv-ledger-v1
2026-05-07T09:28:48+00:00,1778146128,19,4,9,127,5,2,0,0,2026-05-07T12:28:48+03:00,2026-05-07T05:28:48-04:00,409d8dd704ac,csv-ledger-v1
2026-05-07T11:44:44+00:00,1778154284,19,4,11,127,5,2,0,0,2026-05-07T14:44:44+03:00,2026-05-07T07:44:44-04:00,6910e2eb8c39,csv-ledger-v1
2026-05-07T14:00:49+00:00,1778162449,19,4,14,127,5,2,0,0,2026-05-07T17:00:49+03:00,2026-05-07T10:00:49-04:00,10cc3427b61b,csv-ledger-v1
2026-05-07T16:46:32+00:00,1778172392,19,4,16,127,5,2,0,0,2026-05-07T19:46:32+03:00,2026-05-07T12:46:32-04:00,955965e3010d,csv-ledger-v1
2026-05-07T18:21:37+00:00,1778178097,19,4,18,127,5,2,0,0,2026-05-07T21:21:37+03:00,2026-05-07T14:21:37-04:00,4af4719164f8,csv-ledger-v1
2026-05-07T20:11:48+00:00,1778184708,19,4,20,127,5,2,0,0,2026-05-07T23:11:48+03:00,2026-05-07T16:11:48-04:00,8b81307fd0d9,csv-ledger-v1
2026-05-07T21:55:23+00:00,1778190923,19,4,21,127,5,2,0,0,2026-05-08T00:55:23+03:00,2026-05-07T17:55:23-04:00,a9f6ed4361fe,csv-ledger-v1
2026-05-07T22:58:55+00:00,1778194735,19,4,22,127,5,2,0,0,2026-05-08T01:58:55+03:00,2026-05-07T18:58:55-04:00,1f9471ff6dad,csv-ledger-v1
