ts_utc,unix,iso_week,weekday,hour_utc,day_of_year,month,quarter,is_month_start,is_quarter_start,kyiv,new_york,checksum,format
2026-04-13T02:28:30+00:00,1776047310,16,1,2,103,4,2,0,0,2026-04-13T05:28:30+03:00,2026-04-12T22:28:30-04:00,3918e964b81c,csv-ledger-v1
2026-04-13T05:38:45+00:00,1776058725,16,1,5,103,4,2,0,0,2026-04-13T08:38:45+03:00,2026-04-13T01:38:45-04:00,63418167f543,csv-ledger-v1
2026-04-13T07:59:01+00:00,1776067141,16,1,7,103,4,2,0,0,2026-04-13T10:59:01+03:00,2026-04-13T03:59:01-04:00,b2d98922621d,csv-ledger-v1
2026-04-13T10:02:42+00:00,1776074562,16,1,10,103,4,2,0,0,2026-04-13T13:02:42+03:00,2026-04-13T06:02:42-04:00,d4e973849bc7,csv-ledger-v1
2026-04-13T11:59:58+00:00,1776081598,16,1,11,103,4,2,0,0,2026-04-13T14:59:58+03:00,2026-04-13T07:59:58-04:00,9b671e3be577,csv-ledger-v1
2026-04-13T14:02:27+00:00,1776088947,16,1,14,103,4,2,0,0,2026-04-13T17:02:27+03:00,2026-04-13T10:02:27-04:00,d1497a7efdda,csv-ledger-v1
2026-04-13T16:09:45+00:00,1776096585,16,1,16,103,4,2,0,0,2026-04-13T19:09:45+03:00,2026-04-13T12:09:45-04:00,a82b8fc96584,csv-ledger-v1
2026-04-13T17:57:27+00:00,1776103047,16,1,17,103,4,2,0,0,2026-04-13T20:57:27+03:00,2026-04-13T13:57:27-04:00,b0e54d23ade0,csv-ledger-v1
2026-04-13T19:18:28+00:00,1776107908,16,1,19,103,4,2,0,0,2026-04-13T22:18:28+03:00,2026-04-13T15:18:28-04:00,a7e123524612,csv-ledger-v1
