ts_utc,unix,iso_week,weekday,hour_utc,day_of_year,month,quarter,is_month_start,is_quarter_start,kyiv,new_york,checksum,format
2026-03-19T02:01:17+00:00,1773885677,12,4,2,78,3,1,0,0,2026-03-19T05:01:17+03:00,2026-03-18T22:01:17-04:00,ab4b232116e5,csv-ledger-v1
2026-03-19T04:52:05+00:00,1773895925,12,4,4,78,3,1,0,0,2026-03-19T07:52:05+03:00,2026-03-19T00:52:05-04:00,2567a4abfe7c,csv-ledger-v1
2026-03-19T05:56:08+00:00,1773899768,12,4,5,78,3,1,0,0,2026-03-19T08:56:08+03:00,2026-03-19T01:56:08-04:00,1777074474a0,csv-ledger-v1
2026-03-19T06:58:45+00:00,1773903525,12,4,6,78,3,1,0,0,2026-03-19T09:58:45+03:00,2026-03-19T02:58:45-04:00,f8e86502584e,csv-ledger-v1
2026-03-19T07:51:59+00:00,1773906719,12,4,7,78,3,1,0,0,2026-03-19T10:51:59+03:00,2026-03-19T03:51:59-04:00,42768555b098,csv-ledger-v1
2026-03-19T08:38:42+00:00,1773909522,12,4,8,78,3,1,0,0,2026-03-19T11:38:42+03:00,2026-03-19T04:38:42-04:00,b4f7c956dcd0,csv-ledger-v1
2026-03-19T09:40:07+00:00,1773913207,12,4,9,78,3,1,0,0,2026-03-19T12:40:07+03:00,2026-03-19T05:40:07-04:00,81d3fd95b107,csv-ledger-v1
2026-03-19T10:37:16+00:00,1773916636,12,4,10,78,3,1,0,0,2026-03-19T13:37:16+03:00,2026-03-19T06:37:16-04:00,f3f337a3342b,csv-ledger-v1
2026-03-19T11:33:33+00:00,1773920013,12,4,11,78,3,1,0,0,2026-03-19T14:33:33+03:00,2026-03-19T07:33:33-04:00,0b362282215c,csv-ledger-v1
2026-03-19T12:59:26+00:00,1773925166,12,4,12,78,3,1,0,0,2026-03-19T15:59:26+03:00,2026-03-19T08:59:26-04:00,d2bf297f1496,csv-ledger-v1
2026-03-19T14:10:19+00:00,1773929419,12,4,14,78,3,1,0,0,2026-03-19T17:10:19+03:00,2026-03-19T10:10:19-04:00,fb0f56d6c56f,csv-ledger-v1
2026-03-19T15:52:15+00:00,1773935535,12,4,15,78,3,1,0,0,2026-03-19T18:52:15+03:00,2026-03-19T11:52:15-04:00,b60c87879ba8,csv-ledger-v1
2026-03-19T16:55:07+00:00,1773939307,12,4,16,78,3,1,0,0,2026-03-19T19:55:07+03:00,2026-03-19T12:55:07-04:00,d350becd7e0d,csv-ledger-v1
2026-03-19T17:51:56+00:00,1773942716,12,4,17,78,3,1,0,0,2026-03-19T20:51:56+03:00,2026-03-19T13:51:56-04:00,20efd2bc5f1d,csv-ledger-v1
2026-03-19T18:55:00+00:00,1773946500,12,4,18,78,3,1,0,0,2026-03-19T21:55:00+03:00,2026-03-19T14:55:00-04:00,65785c1ddc4a,csv-ledger-v1
2026-03-19T19:44:25+00:00,1773949465,12,4,19,78,3,1,0,0,2026-03-19T22:44:25+03:00,2026-03-19T15:44:25-04:00,a59388b487e0,csv-ledger-v1
2026-03-19T20:34:27+00:00,1773952467,12,4,20,78,3,1,0,0,2026-03-19T23:34:27+03:00,2026-03-19T16:34:27-04:00,a753e67318ff,csv-ledger-v1
2026-03-19T21:32:42+00:00,1773955962,12,4,21,78,3,1,0,0,2026-03-20T00:32:42+03:00,2026-03-19T17:32:42-04:00,efc55ccb35f3,csv-ledger-v1
2026-03-19T22:25:55+00:00,1773959155,12,4,22,78,3,1,0,0,2026-03-20T01:25:55+03:00,2026-03-19T18:25:55-04:00,3c29b3db373c,csv-ledger-v1
2026-03-19T23:27:23+00:00,1773962843,12,4,23,78,3,1,0,0,2026-03-20T02:27:23+03:00,2026-03-19T19:27:23-04:00,758225d6dea7,csv-ledger-v1
