ts_utc,unix,iso_week,weekday,hour_utc,day_of_year,month,quarter,is_month_start,is_quarter_start,kyiv,new_york,checksum,format
2026-02-01T02:06:21+00:00,1769911581,5,7,2,32,2,1,1,0,2026-02-01T04:06:21+02:00,2026-01-31T21:06:21-05:00,813205dcd8af,csv-ledger-v1
2026-02-01T04:58:39+00:00,1769921919,5,7,4,32,2,1,1,0,2026-02-01T06:58:39+02:00,2026-01-31T23:58:39-05:00,f241e016bc58,csv-ledger-v1
2026-02-01T06:02:04+00:00,1769925724,5,7,6,32,2,1,1,0,2026-02-01T08:02:04+02:00,2026-02-01T01:02:04-05:00,6c82a3a13cde,csv-ledger-v1
2026-02-01T07:35:13+00:00,1769931313,5,7,7,32,2,1,1,0,2026-02-01T09:35:13+02:00,2026-02-01T02:35:13-05:00,c8ed1abcd10d,csv-ledger-v1
2026-02-01T08:29:24+00:00,1769934564,5,7,8,32,2,1,1,0,2026-02-01T10:29:24+02:00,2026-02-01T03:29:24-05:00,135b5fbe60a3,csv-ledger-v1
2026-02-01T09:28:04+00:00,1769938084,5,7,9,32,2,1,1,0,2026-02-01T11:28:04+02:00,2026-02-01T04:28:04-05:00,cc03ef93457e,csv-ledger-v1
2026-02-01T10:22:13+00:00,1769941333,5,7,10,32,2,1,1,0,2026-02-01T12:22:13+02:00,2026-02-01T05:22:13-05:00,5db5a3685780,csv-ledger-v1
2026-02-01T11:19:24+00:00,1769944764,5,7,11,32,2,1,1,0,2026-02-01T13:19:24+02:00,2026-02-01T06:19:24-05:00,97482a204f4c,csv-ledger-v1
2026-02-01T12:43:03+00:00,1769949783,5,7,12,32,2,1,1,0,2026-02-01T14:43:03+02:00,2026-02-01T07:43:03-05:00,7f1e74fb8c59,csv-ledger-v1
2026-02-01T13:40:52+00:00,1769953252,5,7,13,32,2,1,1,0,2026-02-01T15:40:52+02:00,2026-02-01T08:40:52-05:00,a4940ca4554b,csv-ledger-v1
2026-02-01T14:23:21+00:00,1769955801,5,7,14,32,2,1,1,0,2026-02-01T16:23:21+02:00,2026-02-01T09:23:21-05:00,0eb5a6dec378,csv-ledger-v1
