ts_utc,unix,iso_week,weekday,hour_utc,day_of_year,month,quarter,is_month_start,is_quarter_start,kyiv,new_york,checksum,format
2026-04-20T02:28:44+00:00,1776652124,17,1,2,110,4,2,0,0,2026-04-20T05:28:44+03:00,2026-04-19T22:28:44-04:00,61cb4aac20df,csv-ledger-v1
2026-04-20T05:37:52+00:00,1776663472,17,1,5,110,4,2,0,0,2026-04-20T08:37:52+03:00,2026-04-20T01:37:52-04:00,31cd799187e4,csv-ledger-v1
2026-04-20T08:02:19+00:00,1776672139,17,1,8,110,4,2,0,0,2026-04-20T11:02:19+03:00,2026-04-20T04:02:19-04:00,b8f2c1d9c64b,csv-ledger-v1
2026-04-20T10:45:19+00:00,1776681919,17,1,10,110,4,2,0,0,2026-04-20T13:45:19+03:00,2026-04-20T06:45:19-04:00,5d74fbe8f896,csv-ledger-v1
2026-04-20T12:01:36+00:00,1776686496,17,1,12,110,4,2,0,0,2026-04-20T15:01:36+03:00,2026-04-20T08:01:36-04:00,d91376d75e3e,csv-ledger-v1
2026-04-20T14:47:21+00:00,1776696441,17,1,14,110,4,2,0,0,2026-04-20T17:47:21+03:00,2026-04-20T10:47:21-04:00,6528034abaa4,csv-ledger-v1
2026-04-20T16:06:16+00:00,1776701176,17,1,16,110,4,2,0,0,2026-04-20T19:06:16+03:00,2026-04-20T12:06:16-04:00,48575929bc62,csv-ledger-v1
2026-04-20T17:55:02+00:00,1776707702,17,1,17,110,4,2,0,0,2026-04-20T20:55:02+03:00,2026-04-20T13:55:02-04:00,ea0d4c31c3f4,csv-ledger-v1
2026-04-20T19:01:15+00:00,1776711675,17,1,19,110,4,2,0,0,2026-04-20T22:01:15+03:00,2026-04-20T15:01:15-04:00,8275f0b06e90,csv-ledger-v1
2026-04-20T20:41:59+00:00,1776717719,17,1,20,110,4,2,0,0,2026-04-20T23:41:59+03:00,2026-04-20T16:41:59-04:00,854f5c7f513e,csv-ledger-v1
2026-04-20T21:43:07+00:00,1776721387,17,1,21,110,4,2,0,0,2026-04-21T00:43:07+03:00,2026-04-20T17:43:07-04:00,f937c03f944f,csv-ledger-v1
2026-04-20T22:40:27+00:00,1776724827,17,1,22,110,4,2,0,0,2026-04-21T01:40:27+03:00,2026-04-20T18:40:27-04:00,916b80d3e6f5,csv-ledger-v1
