ts_utc,unix,iso_week,weekday,hour_utc,day_of_year,month,quarter,is_month_start,is_quarter_start,kyiv,new_york,checksum,format
2026-04-07T02:08:09+00:00,1775527689,15,2,2,97,4,2,0,0,2026-04-07T05:08:09+03:00,2026-04-06T22:08:09-04:00,5c945b66f570,csv-ledger-v1
2026-04-07T05:06:39+00:00,1775538399,15,2,5,97,4,2,0,0,2026-04-07T08:06:39+03:00,2026-04-07T01:06:39-04:00,af82d5fdb444,csv-ledger-v1
2026-04-07T07:12:03+00:00,1775545923,15,2,7,97,4,2,0,0,2026-04-07T10:12:03+03:00,2026-04-07T03:12:03-04:00,95c241dfeae1,csv-ledger-v1
2026-04-07T08:58:45+00:00,1775552325,15,2,8,97,4,2,0,0,2026-04-07T11:58:45+03:00,2026-04-07T04:58:45-04:00,b54ba0a4dd52,csv-ledger-v1
2026-04-07T10:12:08+00:00,1775556728,15,2,10,97,4,2,0,0,2026-04-07T13:12:08+03:00,2026-04-07T06:12:08-04:00,6beb4ca549c6,csv-ledger-v1
2026-04-07T11:52:12+00:00,1775562732,15,2,11,97,4,2,0,0,2026-04-07T14:52:12+03:00,2026-04-07T07:52:12-04:00,298c034d87ce,csv-ledger-v1
2026-04-07T13:13:45+00:00,1775567625,15,2,13,97,4,2,0,0,2026-04-07T16:13:45+03:00,2026-04-07T09:13:45-04:00,9aa8957dfa2b,csv-ledger-v1
2026-04-07T15:05:05+00:00,1775574305,15,2,15,97,4,2,0,0,2026-04-07T18:05:05+03:00,2026-04-07T11:05:05-04:00,6a9a308e7907,csv-ledger-v1
2026-04-07T16:55:07+00:00,1775580907,15,2,16,97,4,2,0,0,2026-04-07T19:55:07+03:00,2026-04-07T12:55:07-04:00,260ca3d0664c,csv-ledger-v1
2026-04-07T17:56:42+00:00,1775584602,15,2,17,97,4,2,0,0,2026-04-07T20:56:42+03:00,2026-04-07T13:56:42-04:00,ed903eda58b1,csv-ledger-v1
2026-04-07T19:05:53+00:00,1775588753,15,2,19,97,4,2,0,0,2026-04-07T22:05:53+03:00,2026-04-07T15:05:53-04:00,1f5d717e23f3,csv-ledger-v1
2026-04-07T20:43:04+00:00,1775594584,15,2,20,97,4,2,0,0,2026-04-07T23:43:04+03:00,2026-04-07T16:43:04-04:00,8d12082542ce,csv-ledger-v1
2026-04-07T21:39:38+00:00,1775597978,15,2,21,97,4,2,0,0,2026-04-08T00:39:38+03:00,2026-04-07T17:39:38-04:00,dd3fb4f8a69e,csv-ledger-v1
