ts_utc,unix,iso_week,weekday,hour_utc,day_of_year,month,quarter,is_month_start,is_quarter_start,kyiv,new_york,checksum,format
2026-06-27T00:03:42+00:00,1782518622,26,6,0,178,6,2,0,0,2026-06-27T03:03:42+03:00,2026-06-26T20:03:42-04:00,496e54a0a6f5,csv-ledger-v1
2026-06-27T04:50:37+00:00,1782535837,26,6,4,178,6,2,0,0,2026-06-27T07:50:37+03:00,2026-06-27T00:50:37-04:00,b9b14c5aaf6f,csv-ledger-v1
2026-06-27T07:46:52+00:00,1782546412,26,6,7,178,6,2,0,0,2026-06-27T10:46:52+03:00,2026-06-27T03:46:52-04:00,72ec022f6d97,csv-ledger-v1
2026-06-27T10:04:43+00:00,1782554683,26,6,10,178,6,2,0,0,2026-06-27T13:04:43+03:00,2026-06-27T06:04:43-04:00,f39e0a619a84,csv-ledger-v1
2026-06-27T12:07:19+00:00,1782562039,26,6,12,178,6,2,0,0,2026-06-27T15:07:19+03:00,2026-06-27T08:07:19-04:00,fe52d0d85598,csv-ledger-v1
2026-06-27T14:27:12+00:00,1782570432,26,6,14,178,6,2,0,0,2026-06-27T17:27:12+03:00,2026-06-27T10:27:12-04:00,32ab030ed766,csv-ledger-v1
2026-06-27T16:02:21+00:00,1782576141,26,6,16,178,6,2,0,0,2026-06-27T19:02:21+03:00,2026-06-27T12:02:21-04:00,7a6bab07a030,csv-ledger-v1
2026-06-27T17:59:35+00:00,1782583175,26,6,17,178,6,2,0,0,2026-06-27T20:59:35+03:00,2026-06-27T13:59:35-04:00,324241cf7da1,csv-ledger-v1
2026-06-27T19:40:15+00:00,1782589215,26,6,19,178,6,2,0,0,2026-06-27T22:40:15+03:00,2026-06-27T15:40:15-04:00,ccfbe9b3d04a,csv-ledger-v1
2026-06-27T20:59:53+00:00,1782593993,26,6,20,178,6,2,0,0,2026-06-27T23:59:53+03:00,2026-06-27T16:59:53-04:00,23d4128f90e8,csv-ledger-v1
2026-06-27T22:11:03+00:00,1782598263,26,6,22,178,6,2,0,0,2026-06-28T01:11:03+03:00,2026-06-27T18:11:03-04:00,ff14bfa8bafc,csv-ledger-v1
