ts_utc,unix,iso_week,weekday,hour_utc,day_of_year,month,quarter,is_month_start,is_quarter_start,kyiv,new_york,checksum,format
2025-10-13T01:19:30+00:00,1760318370,42,1,1,286,10,4,0,0,2025-10-13T04:19:30+03:00,2025-10-12T21:19:30-04:00,22558d079196,csv-ledger-v1
2025-10-13T03:07:29+00:00,1760324849,42,1,3,286,10,4,0,0,2025-10-13T06:07:29+03:00,2025-10-12T23:07:29-04:00,858c31c9853a,csv-ledger-v1
2025-10-13T04:20:04+00:00,1760329204,42,1,4,286,10,4,0,0,2025-10-13T07:20:04+03:00,2025-10-13T00:20:04-04:00,51ed11ea34a3,csv-ledger-v1
2025-10-13T05:17:36+00:00,1760332656,42,1,5,286,10,4,0,0,2025-10-13T08:17:36+03:00,2025-10-13T01:17:36-04:00,80d40f7ecfe9,csv-ledger-v1
2025-10-13T06:27:04+00:00,1760336824,42,1,6,286,10,4,0,0,2025-10-13T09:27:04+03:00,2025-10-13T02:27:04-04:00,76f2e7e505c1,csv-ledger-v1
2025-10-13T07:17:21+00:00,1760339841,42,1,7,286,10,4,0,0,2025-10-13T10:17:21+03:00,2025-10-13T03:17:21-04:00,f2bc38b89379,csv-ledger-v1
2025-10-13T08:24:29+00:00,1760343869,42,1,8,286,10,4,0,0,2025-10-13T11:24:29+03:00,2025-10-13T04:24:29-04:00,d88f7f07a22c,csv-ledger-v1
2025-10-13T09:20:28+00:00,1760347228,42,1,9,286,10,4,0,0,2025-10-13T12:20:28+03:00,2025-10-13T05:20:28-04:00,7b77c80056ea,csv-ledger-v1
2025-10-13T10:19:55+00:00,1760350795,42,1,10,286,10,4,0,0,2025-10-13T13:19:55+03:00,2025-10-13T06:19:55-04:00,aa561301227d,csv-ledger-v1
2025-10-13T11:14:11+00:00,1760354051,42,1,11,286,10,4,0,0,2025-10-13T14:14:11+03:00,2025-10-13T07:14:11-04:00,f0db519cf4c1,csv-ledger-v1
2025-10-13T12:35:20+00:00,1760358920,42,1,12,286,10,4,0,0,2025-10-13T15:35:20+03:00,2025-10-13T08:35:20-04:00,75c752f934e6,csv-ledger-v1
