ts_utc,unix,iso_week,weekday,hour_utc,day_of_year,month,quarter,is_month_start,is_quarter_start,kyiv,new_york,checksum,format
2026-02-02T01:58:23+00:00,1769997503,6,1,1,33,2,1,0,0,2026-02-02T03:58:23+02:00,2026-02-01T20:58:23-05:00,2e3cdae3c7e7,csv-ledger-v1
2026-02-02T04:28:16+00:00,1770006496,6,1,4,33,2,1,0,0,2026-02-02T06:28:16+02:00,2026-02-01T23:28:16-05:00,38dc96ffb62b,csv-ledger-v1
2026-02-02T06:01:12+00:00,1770012072,6,1,6,33,2,1,0,0,2026-02-02T08:01:12+02:00,2026-02-02T01:01:12-05:00,fc3ade3737f0,csv-ledger-v1
2026-02-02T07:48:00+00:00,1770018480,6,1,7,33,2,1,0,0,2026-02-02T09:48:00+02:00,2026-02-02T02:48:00-05:00,a5c8b6ca21e7,csv-ledger-v1
2026-02-02T08:39:23+00:00,1770021563,6,1,8,33,2,1,0,0,2026-02-02T10:39:23+02:00,2026-02-02T03:39:23-05:00,8bcdd4c76a7f,csv-ledger-v1
2026-02-02T09:44:16+00:00,1770025456,6,1,9,33,2,1,0,0,2026-02-02T11:44:16+02:00,2026-02-02T04:44:16-05:00,c1c966fa3ce3,csv-ledger-v1
2026-02-02T10:41:07+00:00,1770028867,6,1,10,33,2,1,0,0,2026-02-02T12:41:07+02:00,2026-02-02T05:41:07-05:00,4eaa00feb4bb,csv-ledger-v1
2026-02-02T11:33:29+00:00,1770032009,6,1,11,33,2,1,0,0,2026-02-02T13:33:29+02:00,2026-02-02T06:33:29-05:00,5c1f90699ff8,csv-ledger-v1
2026-02-02T12:54:27+00:00,1770036867,6,1,12,33,2,1,0,0,2026-02-02T14:54:27+02:00,2026-02-02T07:54:27-05:00,13148250dc2f,csv-ledger-v1
2026-02-02T14:01:06+00:00,1770040866,6,1,14,33,2,1,0,0,2026-02-02T16:01:06+02:00,2026-02-02T09:01:06-05:00,954831c29261,csv-ledger-v1
2026-02-02T15:35:30+00:00,1770046530,6,1,15,33,2,1,0,0,2026-02-02T17:35:30+02:00,2026-02-02T10:35:30-05:00,6c951f95b09b,csv-ledger-v1
2026-02-02T16:36:14+00:00,1770050174,6,1,16,33,2,1,0,0,2026-02-02T18:36:14+02:00,2026-02-02T11:36:14-05:00,a63b596f9fb6,csv-ledger-v1
2026-02-02T17:35:33+00:00,1770053733,6,1,17,33,2,1,0,0,2026-02-02T19:35:33+02:00,2026-02-02T12:35:33-05:00,b13f5cc0219f,csv-ledger-v1
