ts_utc,unix,iso_week,weekday,hour_utc,day_of_year,month,quarter,is_month_start,is_quarter_start,kyiv,new_york,checksum,format
2026-03-15T02:07:37+00:00,1773540457,11,7,2,74,3,1,0,0,2026-03-15T05:07:37+03:00,2026-03-14T22:07:37-04:00,f3daf7e7eded,csv-ledger-v1
2026-03-15T05:03:25+00:00,1773551005,11,7,5,74,3,1,0,0,2026-03-15T08:03:25+03:00,2026-03-15T01:03:25-04:00,f45c1cb1dedf,csv-ledger-v1
2026-03-15T06:53:12+00:00,1773557592,11,7,6,74,3,1,0,0,2026-03-15T09:53:12+03:00,2026-03-15T02:53:12-04:00,ad952b7a5fb3,csv-ledger-v1
2026-03-15T07:43:07+00:00,1773560587,11,7,7,74,3,1,0,0,2026-03-15T10:43:07+03:00,2026-03-15T03:43:07-04:00,c262b64c1b8c,csv-ledger-v1
2026-03-15T08:33:20+00:00,1773563600,11,7,8,74,3,1,0,0,2026-03-15T11:33:20+03:00,2026-03-15T04:33:20-04:00,a46a53721662,csv-ledger-v1
2026-03-15T09:31:11+00:00,1773567071,11,7,9,74,3,1,0,0,2026-03-15T12:31:11+03:00,2026-03-15T05:31:11-04:00,229e559a3168,csv-ledger-v1
2026-03-15T10:26:10+00:00,1773570370,11,7,10,74,3,1,0,0,2026-03-15T13:26:10+03:00,2026-03-15T06:26:10-04:00,2bec0550beee,csv-ledger-v1
2026-03-15T11:23:51+00:00,1773573831,11,7,11,74,3,1,0,0,2026-03-15T14:23:51+03:00,2026-03-15T07:23:51-04:00,c530ae7a35bf,csv-ledger-v1
2026-03-15T12:47:17+00:00,1773578837,11,7,12,74,3,1,0,0,2026-03-15T15:47:17+03:00,2026-03-15T08:47:17-04:00,e6ba6dc9cc77,csv-ledger-v1
2026-03-15T13:44:37+00:00,1773582277,11,7,13,74,3,1,0,0,2026-03-15T16:44:37+03:00,2026-03-15T09:44:37-04:00,36b6e6d551e9,csv-ledger-v1
2026-03-15T14:27:47+00:00,1773584867,11,7,14,74,3,1,0,0,2026-03-15T17:27:47+03:00,2026-03-15T10:27:47-04:00,b571a473baed,csv-ledger-v1
2026-03-15T15:26:42+00:00,1773588402,11,7,15,74,3,1,0,0,2026-03-15T18:26:42+03:00,2026-03-15T11:26:42-04:00,a2a834dbeae3,csv-ledger-v1
2026-03-15T16:28:42+00:00,1773592122,11,7,16,74,3,1,0,0,2026-03-15T19:28:42+03:00,2026-03-15T12:28:42-04:00,e5772c0e107d,csv-ledger-v1
2026-03-15T17:25:04+00:00,1773595504,11,7,17,74,3,1,0,0,2026-03-15T20:25:04+03:00,2026-03-15T13:25:04-04:00,f22579fde13b,csv-ledger-v1
2026-03-15T18:35:41+00:00,1773599741,11,7,18,74,3,1,0,0,2026-03-15T21:35:41+03:00,2026-03-15T14:35:41-04:00,377886b8af85,csv-ledger-v1
