ts_utc,unix,iso_week,weekday,hour_utc,day_of_year,month,quarter,is_month_start,is_quarter_start,kyiv,new_york,checksum,format
2026-01-27T01:42:35+00:00,1769478155,5,2,1,27,1,1,0,0,2026-01-27T03:42:35+02:00,2026-01-26T20:42:35-05:00,1e4e723872b1,csv-ledger-v1
2026-01-27T03:45:13+00:00,1769485513,5,2,3,27,1,1,0,0,2026-01-27T05:45:13+02:00,2026-01-26T22:45:13-05:00,4e9319f5f7df,csv-ledger-v1
2026-01-27T04:44:17+00:00,1769489057,5,2,4,27,1,1,0,0,2026-01-27T06:44:17+02:00,2026-01-26T23:44:17-05:00,3c575393a5c9,csv-ledger-v1
2026-01-27T05:24:55+00:00,1769491495,5,2,5,27,1,1,0,0,2026-01-27T07:24:55+02:00,2026-01-27T00:24:55-05:00,ff25775d9275,csv-ledger-v1
2026-01-27T06:31:47+00:00,1769495507,5,2,6,27,1,1,0,0,2026-01-27T08:31:47+02:00,2026-01-27T01:31:47-05:00,e14b9417a9eb,csv-ledger-v1
2026-01-27T07:25:36+00:00,1769498736,5,2,7,27,1,1,0,0,2026-01-27T09:25:36+02:00,2026-01-27T02:25:36-05:00,38ebbe5838ac,csv-ledger-v1
2026-01-27T08:29:57+00:00,1769502597,5,2,8,27,1,1,0,0,2026-01-27T10:29:57+02:00,2026-01-27T03:29:57-05:00,9f0fa0aeae5f,csv-ledger-v1
2026-01-27T09:29:59+00:00,1769506199,5,2,9,27,1,1,0,0,2026-01-27T11:29:59+02:00,2026-01-27T04:29:59-05:00,1e752c9a4268,csv-ledger-v1
2026-01-27T10:24:57+00:00,1769509497,5,2,10,27,1,1,0,0,2026-01-27T12:24:57+02:00,2026-01-27T05:24:57-05:00,9990c98859c3,csv-ledger-v1
2026-01-27T11:20:39+00:00,1769512839,5,2,11,27,1,1,0,0,2026-01-27T13:20:39+02:00,2026-01-27T06:20:39-05:00,2ab28829973a,csv-ledger-v1
2026-01-27T12:43:22+00:00,1769517802,5,2,12,27,1,1,0,0,2026-01-27T14:43:22+02:00,2026-01-27T07:43:22-05:00,82674baa85e4,csv-ledger-v1
2026-01-27T13:43:58+00:00,1769521438,5,2,13,27,1,1,0,0,2026-01-27T15:43:58+02:00,2026-01-27T08:43:58-05:00,e50f9fdcccc0,csv-ledger-v1
2026-01-27T14:27:07+00:00,1769524027,5,2,14,27,1,1,0,0,2026-01-27T16:27:07+02:00,2026-01-27T09:27:07-05:00,3d86093d7065,csv-ledger-v1
