ts_utc,unix,iso_week,weekday,hour_utc,day_of_year,month,quarter,is_month_start,is_quarter_start,kyiv,new_york,checksum,format
2026-08-11T01:24:02+00:00,1786411442,33,2,1,223,8,3,0,0,2026-08-11T04:24:02+03:00,2026-08-10T21:24:02-04:00,36d7a9b465ec,csv-ledger-v1
2026-08-11T03:40:31+00:00,1786419631,33,2,3,223,8,3,0,0,2026-08-11T06:40:31+03:00,2026-08-10T23:40:31-04:00,d6b050f90b37,csv-ledger-v1
2026-08-11T05:04:20+00:00,1786424660,33,2,5,223,8,3,0,0,2026-08-11T08:04:20+03:00,2026-08-11T01:04:20-04:00,d2f87ce726e6,csv-ledger-v1
2026-08-11T07:00:52+00:00,1786431652,33,2,7,223,8,3,0,0,2026-08-11T10:00:52+03:00,2026-08-11T03:00:52-04:00,74ce53c25877,csv-ledger-v1
2026-08-11T08:50:01+00:00,1786438201,33,2,8,223,8,3,0,0,2026-08-11T11:50:01+03:00,2026-08-11T04:50:01-04:00,6630a360f2e9,csv-ledger-v1
2026-08-11T09:56:49+00:00,1786442209,33,2,9,223,8,3,0,0,2026-08-11T12:56:49+03:00,2026-08-11T05:56:49-04:00,662e9888fa7e,csv-ledger-v1
2026-08-11T10:50:17+00:00,1786445417,33,2,10,223,8,3,0,0,2026-08-11T13:50:17+03:00,2026-08-11T06:50:17-04:00,47cc2ead0115,csv-ledger-v1
2026-08-11T11:40:49+00:00,1786448449,33,2,11,223,8,3,0,0,2026-08-11T14:40:49+03:00,2026-08-11T07:40:49-04:00,6577fa3e2282,csv-ledger-v1
2026-08-11T12:56:03+00:00,1786452963,33,2,12,223,8,3,0,0,2026-08-11T15:56:03+03:00,2026-08-11T08:56:03-04:00,cb5275460dcc,csv-ledger-v1
2026-08-11T14:18:28+00:00,1786457908,33,2,14,223,8,3,0,0,2026-08-11T17:18:28+03:00,2026-08-11T10:18:28-04:00,52975f4b4270,csv-ledger-v1
2026-08-11T15:57:47+00:00,1786463867,33,2,15,223,8,3,0,0,2026-08-11T18:57:47+03:00,2026-08-11T11:57:47-04:00,c680be84661c,csv-ledger-v1
2026-08-11T16:59:59+00:00,1786467599,33,2,16,223,8,3,0,0,2026-08-11T19:59:59+03:00,2026-08-11T12:59:59-04:00,749976a93cdc,csv-ledger-v1
