ts_utc,unix,iso_week,weekday,hour_utc,day_of_year,month,quarter,is_month_start,is_quarter_start,kyiv,new_york,checksum,format
2026-03-17T01:56:23+00:00,1773712583,12,2,1,76,3,1,0,0,2026-03-17T04:56:23+03:00,2026-03-16T21:56:23-04:00,cab047ee698b,csv-ledger-v1
2026-03-17T04:19:54+00:00,1773721194,12,2,4,76,3,1,0,0,2026-03-17T07:19:54+03:00,2026-03-17T00:19:54-04:00,543623cd11d7,csv-ledger-v1
2026-03-17T05:57:14+00:00,1773727034,12,2,5,76,3,1,0,0,2026-03-17T08:57:14+03:00,2026-03-17T01:57:14-04:00,6a82996795e6,csv-ledger-v1
2026-03-17T07:09:32+00:00,1773731372,12,2,7,76,3,1,0,0,2026-03-17T10:09:32+03:00,2026-03-17T03:09:32-04:00,b5423837df7f,csv-ledger-v1
2026-03-17T08:51:15+00:00,1773737475,12,2,8,76,3,1,0,0,2026-03-17T11:51:15+03:00,2026-03-17T04:51:15-04:00,8ac5a104ab7e,csv-ledger-v1
2026-03-17T09:53:36+00:00,1773741216,12,2,9,76,3,1,0,0,2026-03-17T12:53:36+03:00,2026-03-17T05:53:36-04:00,6e3b511b7656,csv-ledger-v1
2026-03-17T10:48:29+00:00,1773744509,12,2,10,76,3,1,0,0,2026-03-17T13:48:29+03:00,2026-03-17T06:48:29-04:00,1f92c88a52d8,csv-ledger-v1
2026-03-17T11:40:58+00:00,1773747658,12,2,11,76,3,1,0,0,2026-03-17T14:40:58+03:00,2026-03-17T07:40:58-04:00,385dc4e5ce14,csv-ledger-v1
2026-03-17T13:06:25+00:00,1773752785,12,2,13,76,3,1,0,0,2026-03-17T16:06:25+03:00,2026-03-17T09:06:25-04:00,e67348cb1f06,csv-ledger-v1
2026-03-17T14:53:25+00:00,1773759205,12,2,14,76,3,1,0,0,2026-03-17T17:53:25+03:00,2026-03-17T10:53:25-04:00,a46474f13998,csv-ledger-v1
2026-03-17T16:03:24+00:00,1773763404,12,2,16,76,3,1,0,0,2026-03-17T19:03:24+03:00,2026-03-17T12:03:24-04:00,32285847154d,csv-ledger-v1
2026-03-17T17:55:30+00:00,1773770130,12,2,17,76,3,1,0,0,2026-03-17T20:55:30+03:00,2026-03-17T13:55:30-04:00,35512edd91c3,csv-ledger-v1
2026-03-17T18:59:30+00:00,1773773970,12,2,18,76,3,1,0,0,2026-03-17T21:59:30+03:00,2026-03-17T14:59:30-04:00,b84a315586d6,csv-ledger-v1
