ts_utc,unix,iso_week,weekday,hour_utc,day_of_year,month,quarter,is_month_start,is_quarter_start,kyiv,new_york,checksum,format
2025-11-13T01:20:31+00:00,1762996831,46,4,1,317,11,4,0,0,2025-11-13T03:20:31+02:00,2025-11-12T21:20:31-04:00,a45dc3ecb26e,csv-ledger-v1
2025-11-13T03:12:40+00:00,1763003560,46,4,3,317,11,4,0,0,2025-11-13T05:12:40+02:00,2025-11-12T23:12:40-04:00,59990134d6f2,csv-ledger-v1
2025-11-13T04:23:17+00:00,1763007797,46,4,4,317,11,4,0,0,2025-11-13T06:23:17+02:00,2025-11-13T00:23:17-04:00,ad075395bb84,csv-ledger-v1
2025-11-13T05:17:39+00:00,1763011059,46,4,5,317,11,4,0,0,2025-11-13T07:17:39+02:00,2025-11-13T01:17:39-04:00,a7c46fc4442c,csv-ledger-v1
2025-11-13T06:27:03+00:00,1763015223,46,4,6,317,11,4,0,0,2025-11-13T08:27:03+02:00,2025-11-13T02:27:03-04:00,039a98eb7426,csv-ledger-v1
2025-11-13T07:17:03+00:00,1763018223,46,4,7,317,11,4,0,0,2025-11-13T09:17:03+02:00,2025-11-13T03:17:03-04:00,478af7407949,csv-ledger-v1
2025-11-13T08:23:21+00:00,1763022201,46,4,8,317,11,4,0,0,2025-11-13T10:23:21+02:00,2025-11-13T04:23:21-04:00,5d5861fe9c2b,csv-ledger-v1
2025-11-13T09:19:38+00:00,1763025578,46,4,9,317,11,4,0,0,2025-11-13T11:19:38+02:00,2025-11-13T05:19:38-04:00,83b5721b019b,csv-ledger-v1
2025-11-13T10:19:53+00:00,1763029193,46,4,10,317,11,4,0,0,2025-11-13T12:19:53+02:00,2025-11-13T06:19:53-04:00,39205dd78f7c,csv-ledger-v1
2025-11-13T11:16:08+00:00,1763032568,46,4,11,317,11,4,0,0,2025-11-13T13:16:08+02:00,2025-11-13T07:16:08-04:00,dee0af6bf5c8,csv-ledger-v1
2025-11-13T12:37:49+00:00,1763037469,46,4,12,317,11,4,0,0,2025-11-13T14:37:49+02:00,2025-11-13T08:37:49-04:00,e86a389fa448,csv-ledger-v1
2025-11-13T13:30:50+00:00,1763040650,46,4,13,317,11,4,0,0,2025-11-13T15:30:50+02:00,2025-11-13T09:30:50-04:00,1695b6e86ca0,csv-ledger-v1
2025-11-13T14:17:54+00:00,1763043474,46,4,14,317,11,4,0,0,2025-11-13T16:17:54+02:00,2025-11-13T10:17:54-04:00,5b48e679fa5b,csv-ledger-v1
2025-11-13T15:19:55+00:00,1763047195,46,4,15,317,11,4,0,0,2025-11-13T17:19:55+02:00,2025-11-13T11:19:55-04:00,b408390681a4,csv-ledger-v1
2025-11-13T16:21:03+00:00,1763050863,46,4,16,317,11,4,0,0,2025-11-13T18:21:03+02:00,2025-11-13T12:21:03-04:00,a9641d8b8919,csv-ledger-v1
2025-11-13T17:17:40+00:00,1763054260,46,4,17,317,11,4,0,0,2025-11-13T19:17:40+02:00,2025-11-13T13:17:40-04:00,197209e901f0,csv-ledger-v1
