ts_utc,unix,iso_week,weekday,hour_utc,day_of_year,month,quarter,is_month_start,is_quarter_start,kyiv,new_york,checksum,format
2026-02-12T01:59:38+00:00,1770861578,7,4,1,43,2,1,0,0,2026-02-12T03:59:38+02:00,2026-02-11T20:59:38-05:00,55fb5c9f412a,csv-ledger-v1
2026-02-12T04:29:51+00:00,1770870591,7,4,4,43,2,1,0,0,2026-02-12T06:29:51+02:00,2026-02-11T23:29:51-05:00,a06f67e673e7,csv-ledger-v1
2026-02-12T06:03:02+00:00,1770876182,7,4,6,43,2,1,0,0,2026-02-12T08:03:02+02:00,2026-02-12T01:03:02-05:00,367b99748440,csv-ledger-v1
2026-02-12T07:49:58+00:00,1770882598,7,4,7,43,2,1,0,0,2026-02-12T09:49:58+02:00,2026-02-12T02:49:58-05:00,13ecc3699aa8,csv-ledger-v1
2026-02-12T08:42:02+00:00,1770885722,7,4,8,43,2,1,0,0,2026-02-12T10:42:02+02:00,2026-02-12T03:42:02-05:00,80150b92bd4a,csv-ledger-v1
2026-02-12T09:45:19+00:00,1770889519,7,4,9,43,2,1,0,0,2026-02-12T11:45:19+02:00,2026-02-12T04:45:19-05:00,a001d8d9616c,csv-ledger-v1
2026-02-12T10:42:10+00:00,1770892930,7,4,10,43,2,1,0,0,2026-02-12T12:42:10+02:00,2026-02-12T05:42:10-05:00,69a3a1ca5d70,csv-ledger-v1
2026-02-12T11:37:37+00:00,1770896257,7,4,11,43,2,1,0,0,2026-02-12T13:37:37+02:00,2026-02-12T06:37:37-05:00,3936a8057461,csv-ledger-v1
2026-02-12T13:02:06+00:00,1770901326,7,4,13,43,2,1,0,0,2026-02-12T15:02:06+02:00,2026-02-12T08:02:06-05:00,ce03e7a6163e,csv-ledger-v1
2026-02-12T14:44:08+00:00,1770907448,7,4,14,43,2,1,0,0,2026-02-12T16:44:08+02:00,2026-02-12T09:44:08-05:00,fb9b4c947954,csv-ledger-v1
2026-02-12T15:50:14+00:00,1770911414,7,4,15,43,2,1,0,0,2026-02-12T17:50:14+02:00,2026-02-12T10:50:14-05:00,9351c8971241,csv-ledger-v1
2026-02-12T16:55:14+00:00,1770915314,7,4,16,43,2,1,0,0,2026-02-12T18:55:14+02:00,2026-02-12T11:55:14-05:00,484464fa9b41,csv-ledger-v1
2026-02-12T17:55:39+00:00,1770918939,7,4,17,43,2,1,0,0,2026-02-12T19:55:39+02:00,2026-02-12T12:55:39-05:00,13dd2785c962,csv-ledger-v1
2026-02-12T19:01:18+00:00,1770922878,7,4,19,43,2,1,0,0,2026-02-12T21:01:18+02:00,2026-02-12T14:01:18-05:00,d3141c0b9b49,csv-ledger-v1
2026-02-12T20:32:04+00:00,1770928324,7,4,20,43,2,1,0,0,2026-02-12T22:32:04+02:00,2026-02-12T15:32:04-05:00,1b3d1db90d42,csv-ledger-v1
2026-02-12T21:30:25+00:00,1770931825,7,4,21,43,2,1,0,0,2026-02-12T23:30:25+02:00,2026-02-12T16:30:25-05:00,52348fe0de9f,csv-ledger-v1
2026-02-12T22:29:19+00:00,1770935359,7,4,22,43,2,1,0,0,2026-02-13T00:29:19+02:00,2026-02-12T17:29:19-05:00,86e5a1ac4891,csv-ledger-v1
2026-02-12T23:26:08+00:00,1770938768,7,4,23,43,2,1,0,0,2026-02-13T01:26:08+02:00,2026-02-12T18:26:08-05:00,33b804775f1b,csv-ledger-v1
