ts_utc,unix,iso_week,weekday,hour_utc,day_of_year,month,quarter,is_month_start,is_quarter_start,kyiv,new_york,checksum,format
2026-08-10T01:26:02+00:00,1786325162,33,1,1,222,8,3,0,0,2026-08-10T04:26:02+03:00,2026-08-09T21:26:02-04:00,c46da3be817c,csv-ledger-v1
2026-08-10T03:50:26+00:00,1786333826,33,1,3,222,8,3,0,0,2026-08-10T06:50:26+03:00,2026-08-09T23:50:26-04:00,c2816abc8a15,csv-ledger-v1
2026-08-10T05:22:41+00:00,1786339361,33,1,5,222,8,3,0,0,2026-08-10T08:22:41+03:00,2026-08-10T01:22:41-04:00,ad73e242e079,csv-ledger-v1
2026-08-10T07:25:39+00:00,1786346739,33,1,7,222,8,3,0,0,2026-08-10T10:25:39+03:00,2026-08-10T03:25:39-04:00,8e41dc978172,csv-ledger-v1
2026-08-10T09:15:32+00:00,1786353332,33,1,9,222,8,3,0,0,2026-08-10T12:15:32+03:00,2026-08-10T05:15:32-04:00,bc8da4445861,csv-ledger-v1
2026-08-10T11:04:37+00:00,1786359877,33,1,11,222,8,3,0,0,2026-08-10T14:04:37+03:00,2026-08-10T07:04:37-04:00,4d0bd22631c2,csv-ledger-v1
2026-08-10T13:00:03+00:00,1786366803,33,1,13,222,8,3,0,0,2026-08-10T16:00:03+03:00,2026-08-10T09:00:03-04:00,90d01bcf7549,csv-ledger-v1
2026-08-10T14:22:27+00:00,1786371747,33,1,14,222,8,3,0,0,2026-08-10T17:22:27+03:00,2026-08-10T10:22:27-04:00,c99b4e645ac5,csv-ledger-v1
2026-08-10T15:56:45+00:00,1786377405,33,1,15,222,8,3,0,0,2026-08-10T18:56:45+03:00,2026-08-10T11:56:45-04:00,1b1e179fc54d,csv-ledger-v1
2026-08-10T16:53:55+00:00,1786380835,33,1,16,222,8,3,0,0,2026-08-10T19:53:55+03:00,2026-08-10T12:53:55-04:00,215af3b9ee07,csv-ledger-v1
2026-08-10T17:49:00+00:00,1786384140,33,1,17,222,8,3,0,0,2026-08-10T20:49:00+03:00,2026-08-10T13:49:00-04:00,9d9ad30b4775,csv-ledger-v1
2026-08-10T18:52:16+00:00,1786387936,33,1,18,222,8,3,0,0,2026-08-10T21:52:16+03:00,2026-08-10T14:52:16-04:00,c2193a390345,csv-ledger-v1
2026-08-10T19:52:44+00:00,1786391564,33,1,19,222,8,3,0,0,2026-08-10T22:52:44+03:00,2026-08-10T15:52:44-04:00,2dd4f7a2b1bf,csv-ledger-v1
2026-08-10T20:38:00+00:00,1786394280,33,1,20,222,8,3,0,0,2026-08-10T23:38:00+03:00,2026-08-10T16:38:00-04:00,c1f61a59fdb5,csv-ledger-v1
2026-08-10T21:37:25+00:00,1786397845,33,1,21,222,8,3,0,0,2026-08-11T00:37:25+03:00,2026-08-10T17:37:25-04:00,ca19c06c88b1,csv-ledger-v1
2026-08-10T22:33:25+00:00,1786401205,33,1,22,222,8,3,0,0,2026-08-11T01:33:25+03:00,2026-08-10T18:33:25-04:00,5151b4faedd0,csv-ledger-v1
