ts_utc,unix,iso_week,weekday,hour_utc,day_of_year,month,quarter,is_month_start,is_quarter_start,kyiv,new_york,checksum,format
2026-02-05T01:53:55+00:00,1770256435,6,4,1,36,2,1,0,0,2026-02-05T03:53:55+02:00,2026-02-04T20:53:55-05:00,d8095198d070,csv-ledger-v1
2026-02-05T04:12:44+00:00,1770264764,6,4,4,36,2,1,0,0,2026-02-05T06:12:44+02:00,2026-02-04T23:12:44-05:00,0bf4e2cc39ab,csv-ledger-v1
2026-02-05T05:53:38+00:00,1770270818,6,4,5,36,2,1,0,0,2026-02-05T07:53:38+02:00,2026-02-05T00:53:38-05:00,94c21b47e7c8,csv-ledger-v1
2026-02-05T06:55:59+00:00,1770274559,6,4,6,36,2,1,0,0,2026-02-05T08:55:59+02:00,2026-02-05T01:55:59-05:00,5b44badfdbf7,csv-ledger-v1
2026-02-05T07:49:43+00:00,1770277783,6,4,7,36,2,1,0,0,2026-02-05T09:49:43+02:00,2026-02-05T02:49:43-05:00,ee1b76b3c443,csv-ledger-v1
2026-02-05T08:39:30+00:00,1770280770,6,4,8,36,2,1,0,0,2026-02-05T10:39:30+02:00,2026-02-05T03:39:30-05:00,87c51395608c,csv-ledger-v1
2026-02-05T09:41:15+00:00,1770284475,6,4,9,36,2,1,0,0,2026-02-05T11:41:15+02:00,2026-02-05T04:41:15-05:00,031d580a82cc,csv-ledger-v1
2026-02-05T10:37:34+00:00,1770287854,6,4,10,36,2,1,0,0,2026-02-05T12:37:34+02:00,2026-02-05T05:37:34-05:00,6294481e6a68,csv-ledger-v1
2026-02-05T11:33:11+00:00,1770291191,6,4,11,36,2,1,0,0,2026-02-05T13:33:11+02:00,2026-02-05T06:33:11-05:00,b90b26331dde,csv-ledger-v1
2026-02-05T12:56:51+00:00,1770296211,6,4,12,36,2,1,0,0,2026-02-05T14:56:51+02:00,2026-02-05T07:56:51-05:00,d8900dee68a4,csv-ledger-v1
